주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
398-2-000027,합천읍 창동 공용주차장,공영,노외,,경상남도 합천군 합천읍 합천리 828-6,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.563123,128.1586981,Y,2025-11-28,5480000,경상남도 합천군
398-2-000021,자투리 땅 활용 생활주차장 9,공영,노외,,경상남도 합천군 합천읍 합천리 842-3,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5633771,128.157452,N,2025-11-28,5480000,경상남도 합천군
398-2-000071,합천 교동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 271-3,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56356324,128.1654348,N,2025-11-28,5480000,경상남도 합천군
398-2-000032,합천읍 교동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 262-1,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5636032,128.1636411,N,2025-11-28,5480000,경상남도 합천군
196-2-000058,구언양터미널임시,공영,노외,,울산광역시 울주군 언양읍 남부리 126-1,128,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,600,10,200,10,6000,30000,신용카드,경차60퍼센트 감면+장애인50퍼센트 감면,울산광역시 울주군청,052-211-2225,35.5636087508,129.1268627566,,2025-06-05,3730000,울산광역시 울주군
398-2-000042,합천초등학교 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 267-2,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5643593,128.1643818,N,2025-11-28,5480000,경상남도 합천군
398-1-000011,서향슈퍼앞,공영,노상,,경상남도 합천군 합천읍 합천리 975-32,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5644384,128.1557342,Y,2025-11-28,5480000,경상남도 합천군
398-2-000038,선거관리위원회 앞 주차장,공영,노외,,경상남도 합천군 합천읍 합천리 817-3,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.564539,128.1580941,Y,2025-11-28,5480000,경상남도 합천군
398-2-000034,합천읍 정대동(녹수탕 옆)공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 706-6,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5646356,128.1600469,Y,2025-11-28,5480000,경상남도 합천군
309-1-000013,시기도심중앙주차장,공영,노상,전북특별자치도 정읍시 청수6길 10-19,전북특별자치도 정읍시 시기동 230-6,41,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5950,35.56470294,126.8531575,,2024-07-24,4691000,전북특별자치도 정읍시
398-3-000059,문화예술회관 주차장,공영,부설,,경상남도 합천군 합천읍 합천리 129-5,66,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56480253,128.170505,Y,2025-11-28,5480000,경상남도 합천군
398-2-000043,정대동 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 705-5,34,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5649604,128.1598159,Y,2025-11-28,5480000,경상남도 합천군
398-2-000023,자투리 땅 활용 생활주차장 11,공영,노외,,경상남도 합천군 합천읍 합천리 300-4,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56496786,128.1657951,N,2025-11-28,5480000,경상남도 합천군
398-2-000067,합천군 선관위 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 816-16,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56514775,128.1581184,N,2025-11-28,5480000,경상남도 합천군
398-2-000024,자투리 땅 활용 생활주차장 12,공영,노외,,경상남도 합천군 합천읍 합천리 978-10,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5652272,128.1556906,N,2025-11-28,5480000,경상남도 합천군
194-2-000025,주전새마을다리,공영,노외,,울산광역시 동구 주전동 32-5,59,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.56528566,129.4554706,,2025-12-01,6310000,울산광역시
194-2-000044,주전새마을다리,공영,노외,,울산광역시 동구 주전동 32-5,59,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,30,,,,,,,,,울산광역시 동구청,052-209-3720,35.5652856609,129.4554706425,Y,2025-08-07,3710000,울산광역시 동구
398-2-000013,자투리 땅 활용 생활주차장 1,공영,노외,,경상남도 합천군 합천읍 합천리 296-9,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5653027,128.166591,N,2025-11-28,5480000,경상남도 합천군
398-2-000018,자투리 땅 활용 생활주차장 6,공영,노외,,경상남도 합천군 합천읍 합천리 709-23,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5654194,128.1603022,N,2025-11-28,5480000,경상남도 합천군
398-2-000035,합천축협 뒤 공영주차장(구 농산물품질관리원),공영,노외,,경상남도 합천군 합천읍 합천리 677-3,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56547978,128.1620966,N,2025-11-28,5480000,경상남도 합천군
398-2-000015,자투리 땅 활용 생활주차장 3,공영,노외,,경상남도 합천군 합천읍 합천리 748-1,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5654834,128.1596735,N,2025-11-28,5480000,경상남도 합천군
398-2-000025,자투리 땅 활용 생활주차장 14,공영,노외,,경상남도 합천군 합천읍 합천리 1020-19,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5655334,128.1558897,N,2025-11-28,5480000,경상남도 합천군
196-2-000037,언양 서부리,공영,노외,,울산광역시 울주군 언양읍 서부리 157-3,26,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 울주군청,052-204-2511,35.56565234,129.1210156,,2025-12-01,6310000,울산광역시
196-2-000042,언양 서부리,공영,노외,,울산광역시 울주군 언양읍 서부리 157-3,26,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 울주군청,052-211-2225,35.5656523411,129.1210156073,,2025-06-05,3730000,울산광역시 울주군
398-2-000026,자투리 땅 활용 생활주차장 16,공영,노외,,경상남도 합천군 합천읍 합천리 1019,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5657034,128.1561438,N,2025-11-28,5480000,경상남도 합천군
391-2-000034,고암 미곡마을 공동주차장,공영,노외,경상남도 창녕군 고암면 미곡감골길 7,경상남도 창녕군 고암면 감리 1048-1,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 창녕군청,055-530-1723,35.56573796,128.5642444,,2025-11-22,5410000,경상남도 창녕군
309-1-000023,동초교 앞 주차장,공영,노상,전북특별자치도 정읍시 장명동 160일원,전북특별자치도 정읍시 장명동 160,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5960,35.5657621,126.8619705,,2024-07-24,4691000,전북특별자치도 정읍시
398-2-000019,자투리 땅 활용 생활주차장 7,공영,노외,,경상남도 합천군 합천읍 합천리 714-2,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5657708,128.1604243,N,2025-11-28,5480000,경상남도 합천군
398-3-000055,합천읍사무소,공영,부설,,경상남도 합천군 합천읍 합천리 789,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56582793,128.1578168,Y,2025-11-28,5480000,경상남도 합천군
309-1-000006,중앙상가공영주차장,공영,노상,"전북특별자치도 정읍시 시기동 204-14, 204-19, 204-135, 204-135-14, 204-19","전북특별자치도 정읍시 시기동204-14, 204-19,204-135, 204-135-14, 204-19",100,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5943,35.56589055,126.8519536,,2024-07-24,4691000,전북특별자치도 정읍시
398-3-000052,합천군청 제2주차장,공영,부설,,경상남도 합천군 합천읍 합천리 331-1,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56592718,128.1649134,Y,2025-11-28,5480000,경상남도 합천군
398-2-000029,2청사 주변 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 799-2,50,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5659645,128.157082,Y,2025-11-28,5480000,경상남도 합천군
192-2-000021,도화공원,공영,노외,울산광역시 중구 도화골8길14,울산광역시 중구 복산동 205-1,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,10,10000,80000,카드,연중무휴,울산광역시 중구 도시관리공단,052-290-7630,35.56600779,129.331932,,2025-12-01,6310000,울산광역시
192-2-000021,도화공원,공영,노외,울산광역시 중구 도화골8길14,울산광역시 중구 복산동 205-1,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,10,10000,80000,카드,"연중무휴, 경차60퍼센트 면제  장애인,국가유공자 1시간면제+1시간초과50퍼센트 감면",울산광역시중구도시관리공단,052-290-7630,35.56600855,129.3319345,,2021-01-14,B553013,울산광역시중구도시관리공단
195-1-000045,효죽이면,공영,노상,,울산광역시 북구 효문동 958-16,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 북구청,052-241-7966,35.566069980,129.375057400,,2025-07-29,3720000,울산광역시 북구
195-1-000007,효죽이면,공영,노상,,울산광역시 북구 효문동 958-16,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 북구청,052-241-7963,35.56606998,129.3750574,,2025-12-01,6310000,울산광역시
398-2-000182,농협군지부 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 672-3,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,500,30,500,,4000,30000,신용카드,,경상남도 합천군청,055-930-3373,35.5662446,128.1603121,N,2025-11-28,5480000,경상남도 합천군
398-2-000048,합천읍 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 668-19,68,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,500,30,500,,4000,30000,신용카드,,경상남도 합천군청,055-930-3373,35.5663279,128.1617271,Y,2025-11-28,5480000,경상남도 합천군
398-3-000054,합천군청 2청사,공영,부설,,경상남도 합천군 합천읍 합천리 790-1,70,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56633217,128.1576481,Y,2025-11-28,5480000,경상남도 합천군
309-1-000002,각시다리(쌍화차거리)도심공영주차장),공영,노상,전북특별자치도 정읍시 우암로 66,전북특별자치도 정읍시 장명동 113-1,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,8,5000,30000,카드,,전북특별자치도 정읍시청,063-539-5943,35.56636374,126.8580952,,2024-07-24,4691000,전북특별자치도 정읍시
398-3-000051,합천군청 1,공영,부설,,경상남도 합천군 합천읍 합천리 337,348,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56639436,128.166343,Y,2025-11-28,5480000,경상남도 합천군
192-1-000016,약사복개천공영주차장,공영,노상,,울산광역시 중구 남외동 983-14,42,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,500,10,200,6,6000,0,카드,월요일+화요일+수요일 휴무,울산광역시 중구 도시관리공단,052-290-7630,35.56640872,129.3450267,,2025-12-01,6310000,울산광역시
398-2-000014,자투리 땅 활용 생활주차장 2,공영,노외,,경상남도 합천군 합천읍 합천리 795-1,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5664964,128.1569838,N,2025-11-28,5480000,경상남도 합천군
396-2-000041,대봉스카이랜드 대봉휴양밸리관주차장,공영,노외,,경상남도 함양군 병곡면 광평리 656,507,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,10,,,,,,,,,경상남도 함양군청,055-960-6350,35.5665282,127.7161125,,2025-12-02,5460000,경상남도 함양군
398-1-000006,우체국 ~ 합천읍사무소,공영,노상,,경상남도 합천군 합천읍 합천리 570-3,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56666234,128.1586501,N,2025-11-28,5480000,경상남도 합천군
398-1-000004,합천약국 ~ 우체국 오거리,공영,노상,,경상남도 합천군 합천읍 합천리 728-1,42,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56677788,128.1592842,N,2025-11-28,5480000,경상남도 합천군
398-3-000057,합천군청 생활관 2,공영,부설,,경상남도 합천군 합천읍 합천리 358,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56680884,128.1671615,N,2025-11-28,5480000,경상남도 합천군
398-2-000016,자투리 땅 활용 생활주차장 4,공영,노외,,경상남도 합천군 합천읍 합천리 1000-2,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.566831,128.156135,N,2025-11-28,5480000,경상남도 합천군
398-2-000045,합천등기소 뒤 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 394-7,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56698135,128.1639074,N,2025-11-28,5480000,경상남도 합천군
309-1-000004,삼화그린공영주차장,공영,노상,전북특별자치도 정읍시 시기동 194-25,전북특별자치도 정읍시 시기동 194-25,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5943,35.56706615,126.8503093,,2024-07-24,4691000,전북특별자치도 정읍시
396-2-000026,지곡다목적체육관 주차장,공영,노외,,경상남도 함양군 지곡면 개평리 51-4,32,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,10,,,,,,,,,경상남도 함양군청,055-960-6350,35.5670684,127.7720734,,2025-12-02,5460000,경상남도 함양군
398-1-000002,대성아파트 ~ 별다방,공영,노상,,경상남도 합천군 합천읍 합천리 403-23,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56725246,128.1623023,Y,2025-11-28,5480000,경상남도 합천군
195-2-000042,울산아파트형공장,공영,노외,,울산광역시 북구 효문동 818,46,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 북구청,052-241-7963,35.56725723,129.3684981,,2025-12-01,6310000,울산광역시
398-3-000066,평생학습관,공영,부설,,경상남도 합천군 합천읍 합천리 387-4,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56727745,128.1658988,Y,2025-11-28,5480000,경상남도 합천군
398-2-000040,합천터미널 앞 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 397-4,47,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,500,30,500,,4000,30000,신용카드,,경상남도 합천군청,055-930-3373,35.56737831,128.1642887,Y,2025-11-28,5480000,경상남도 합천군
398-1-000003,삼성합천병원 ~ 이화빌딩,공영,노상,,경상남도 합천군 합천읍 합천리 403-21,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5674076,128.1631634,Y,2025-11-28,5480000,경상남도 합천군
195-2-000044,울산아파트형공장,공영,노외,울산광역시 북구 효자로 70,울산광역시 북구 효문동 818-10,46,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 북구청,052-241-7966,35.567426650,129.367859600,,2025-07-29,3720000,울산광역시 북구
196-2-000026,배내2,공영,노외,,울산광역시 울주군 상북면 이천리 855,123,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 울주군청,052-211-2225,35.5674441885,129.0226105815,,2025-06-05,3730000,울산광역시 울주군
196-2-000028,배내2,공영,노외,,울산광역시 울주군 상북면 이천리 855,123,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,울산광역시 울주군청,052-204-2511,35.56744419,129.0226106,,2025-12-01,6310000,울산광역시
391-2-000067,억만리 마을공동주차장,공영,노외,,경상남도 창녕군 고암면 억만리 1262-2,30,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 창녕군청,055-530-1723,35.56756946,128.4910202,,2025-11-22,5410000,경상남도 창녕군
398-2-000030,보건소 맞은편,공영,노외,,경상남도 합천군 합천읍 합천리 1224,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5676238,128.1565116,Y,2025-11-28,5480000,경상남도 합천군
398-2-000041,합천군 산림조합 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 410-1,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5676525,128.1620497,Y,2025-11-28,5480000,경상남도 합천군
309-1-000008,금강제화뒤 공영주차장,공영,노상,전북특별자치도 정읍시 새암길 29-5,전북특별자치도 정읍시 수성동 579-1,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5945,35.5676651,126.8522205,,2024-07-24,4691000,전북특별자치도 정읍시
398-3-000065,대야주희망정원,공영,부설,,경상남도 합천군 합천읍 합천리 364-8,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56767232,128.1669819,Y,2025-11-28,5480000,경상남도 합천군
309-1-000009,다리야옆 공영주차장,공영,노상,전북특별자치도 정읍시 수성동 579-2,전북특별자치도 정읍시 수성동 579-2,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5946,35.567674,126.8519742,,2024-07-24,4691000,전북특별자치도 정읍시
194-2-000067,주전동 10번지,공영,노외,,울산광역시 동구 주전동 10,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,30,,,,,,,,,울산광역시 동구청,052-209-3720,35.5676846446,129.4536787085,N,2025-08-07,3710000,울산광역시 동구
194-1-000083,주전동(10),공영,노상,,울산광역시 동구 주전동 10,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.56768465,129.4536787,,2025-12-01,6310000,울산광역시
309-1-000001,새암로 도심공영주차장,공영,노상,전북특별자치도 정읍시 중앙2길 27,전북특별자치도 정읍시 수성동 595-5,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,8,5000,30000,카드,,전북특별자치도 정읍시청,063-539-5943,35.5676854,126.853669,,2024-07-24,4691000,전북특별자치도 정읍시
398-1-000008,대성아파트 앞,공영,노상,,경상남도 합천군 합천읍 합천리 409-4,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5676879,128.1625242,N,2025-11-28,5480000,경상남도 합천군
397-2-000027,신원면사무소 앞 주차장,공영,노외,경상남도 거창군 신원면 과정2길 11-3,경상남도 거창군 신원면 과정리 170-36,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,0,,,,,,,,경상남도 거창군청,055-940-3380,35.56771102,127.9259715,N,2025-12-01,5470000,경상남도 거창군
309-1-000014,새암로공영주차장,공영,노상,전북특별자치도 정읍시 수성동 575?1,전북특별자치도 정읍시 수성동 575?1,37,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0,0,,,전북특별자치도 정읍시청,063-539-5951,35.5677195,126.8558305,,2024-07-24,4691000,전북특별자치도 정읍시
398-2-000037,중앙식육식당 옆,공영,노외,,경상남도 합천군 합천읍 합천리 653-3,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5677801,128.161024,N,2025-11-28,5480000,경상남도 합천군
398-3-000063,합천시네마,공영,부설,,경상남도 합천군 합천읍 합천리 516-1,38,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56781477,128.1573936,Y,2025-11-28,5480000,경상남도 합천군
398-2-000047,옥산동 주거지주차장,공영,노외,,경상남도 합천군 합천읍 합천리 643-1,18,1,미시행,평일+토요일+공휴일,08:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56781933,128.1605037,N,2025-11-28,5480000,경상남도 합천군
398-3-000058,종합사회복지관,공영,부설,,경상남도 합천군 합천읍 합천리 524-1,143,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56792811,128.1567534,Y,2025-11-28,5480000,경상남도 합천군
398-2-000017,자투리 땅 활용 생활주차장 5,공영,노외,,경상남도 합천군 합천읍 합천리 480-3,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5680081,128.1592877,N,2025-11-28,5480000,경상남도 합천군
309-1-000003,새암로2 도심공영주차장,공영,노상,전북특별자치도 정읍시 중앙2길 25-3,전북특별자치도 정읍시 수성동 593-1,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,8,5000,30000,카드,,전북특별자치도 정읍시청,063-539-5943,35.56801282,126.853558,,2024-07-24,4691000,전북특별자치도 정읍시
398-2-000046,합천 왕후시장 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 467-3,68,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,500,30,500,,4000,30000,신용카드,,경상남도 합천군청,055-930-3373,35.56810894,128.1609775,Y,2025-11-28,5480000,경상남도 합천군
398-1-000001,이화예식장 ~ 합천시장입구,공영,노상,,경상남도 합천군 합천읍 합천리 413-8,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,120,500,30,500,,4000,30000,신용카드,,경상남도 합천군청,055-930-3373,35.56826173,128.1626183,Y,2025-11-28,5480000,경상남도 합천군
398-3-000050,합천시장주차장2,공영,부설,,경상남도 합천군 합천읍 합천리 471-3,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56872766,128.1606531,N,2025-11-28,5480000,경상남도 합천군
398-2-000181,합천유치원 인근 공영주차장,공영,노외,,경상남도 합천군 합천읍 합천리 1260,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5688143,128.1556861,Y,2025-11-28,5480000,경상남도 합천군
398-1-000007,한주아파트 주변,공영,노상,,경상남도 합천군 합천읍 합천리 1275-9,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.5688252,128.154484,N,2025-11-28,5480000,경상남도 합천군
398-1-000005,시장식육식당 ~ 한주A,공영,노상,,경상남도 합천군 합천읍 합천리 487-1,81,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경상남도 합천군청,055-930-3373,35.56917614,128.1552383,N,2025-11-28,5480000,경상남도 합천군
